date,career_amount,survey_type,involved,work_hard,knowledge,courses,career_one,career_two,career_three,career_four,career_five,career_six,career_seven,career_eight,career_nine,career_ten,succesful,important,member,career,identity,meaningful,everyday
May 3rd,5,Post,0-1 years,Strongly agree,Strongly agree,Strongly agree,Scientist,Biomedical Engineer,Architect,Graphic Designer,Artist,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
May 3rd,7,Post,1-2 years,Strongly agree,Agree,Strongly agree,Mechanical Engineer,Electrical Engineer,Marine Biologist,Psychiatrist,Physician,Chemist,Physicist,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
May 3rd,8,Post,0-1 years,Agree,Agree,Strongly agree,Engineer,Professor,Programmer,Chemist,Scientist,Architect,Biologist,Artist,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree
May 3rd,8,Post,0-1 years,Agree,Agree,Agree,Material Engineer,Software Manager,Software Developer,Mathematician,Radiologist,Nuclear Engineer,Data Scientist,Web Developer,NA,NA,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree
May 3rd,6,Post,0-1 years,Agree,Agree,Agree,Engineer,Chemist,Biologist,Artist,Graphic Designer,Traffic Controller,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Agree,Agree,Agree
May 3rd,4,Post,0-1 years,Agree,Agree,Agree,Traffic Controller,Chemist,Math Teacher,Marine Biologist,NA,NA,NA,NA,NA,NA,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral
May 3rd,3,Post,0-1 years,Agree,Agree,Agree,Engineer,Computer Scientist,Chemist,NA,NA,NA,NA,NA,NA,NA,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral
May 3rd,10,Post,2-3 years,Agree,Agree,Agree,Doctor,Engineer,Chemist,Biologist,Physicist,Mathematician,Physical Therapist,Researcher,Professor,Computer Scientist,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree
May 3rd,1,Post,0-1 years,Agree,Agree,Agree,Aerospace Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral
May 3rd,6,Post,3-4 years,Agree,Agree,Agree,Radiologist,Neurologist,OB-GYN,Orthopedic Surgeon,Genetic Counselor,Biomedical Engineer,NA,NA,NA,NA,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree
May 3rd,7,Post,2-3 years,Strongly agree,Strongly agree,Strongly agree,Bioengineer,Physicist,Engineer,Mechanical Engineer,Chemist,Chemical Engineer,Aerospace Engineer,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
May 3rd,6,Post,0-1 years,Strongly agree,Strongly agree,Strongly agree,Bioengineer,Physicist,Engineer,Mechanical Engineer,Chemist,Aerospace Engineer,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral
May 3rd,5,Post,0-1 years,Agree,Agree,Agree,Physicist,Engineer,Biochemist,Biochemical Engineer,Chemist,NA,NA,NA,NA,NA,Neutral,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree
May 3rd,5,Post,0-1 years,Agree,Agree,Agree,Physician,Engineer,Artist,Biologist,Technologist,NA,NA,NA,NA,NA,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Neutral
May 3rd,2,Post,0-1 years,Agree,Agree,Agree,Engineer,Chemist,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral
May 3rd,3,Post,0-1 years,Agree,Neutral,Agree,Doctor,Veterinarian,Science Teacher,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral
May 3rd,6,Post,2-3 years,Agree,Agree,Agree,Veterinarian,Surgeon,Researcher,Professor,Doctor,Nurse,NA,NA,NA,NA,Neutral,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Agree
May 3rd,6,Post,2-3 years,Strongly agree,Strongly agree,Strongly agree,Chemical Engineer,Astronomer,Aerospace Engineer,Biologist,Electrical Engineer,Theoretical Physicist,NA,NA,NA,NA,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
May 3rd,3,Post,2-3 years,Strongly agree,Strongly agree,Agree,Marine Biologist,Mechanical Engineer,Biomedical Engineer,NA,NA,NA,NA,NA,NA,NA,Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree
May 3rd,9,Post,3-4 years,Strongly agree,Strongly agree,Strongly agree,Marine Biologist,Mechanical Engineer,Medical Engineer,Bioengineer,Pediatrician,Psychiatrist,Chemist,Professor,Surgeon,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
May 3rd,5,Post,2-3 years,Strongly agree,Strongly agree,Strongly agree,Biologist,Chemical Engineer,Chemical Physicist,Chemist,Biomedical Engineer,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
May 3rd,3,Post,2-3 years,Strongly agree,Strongly agree,Agree,Biologist,Marine Biologist,Doctor,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Agree,Agree,Agree
May 3rd,2,Post,2-3 years,Strongly agree,Strongly agree,Agree,Engineer,Chemist,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Agree
May 3rd,1,Post,0-1 years,Agree,Strongly agree,Strongly agree,Environmental Engineer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Neutral
May 3rd,1,Post,0-1 years,Agree,Agree,Agree,Doctor,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral
May 3rd,2,Post,0-1 years,Agree,Strongly agree,Agree,Dentist,Engineer,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
May 3rd,2,Post,0-1 years,Strongly agree,Strongly agree,Strongly agree,Fashion Designer,Business Manager,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Neutral
May 3rd,7,Post,0-1 years,Agree,Strongly agree,Strongly agree,Doctor,Veterinarian,FDA Tester,Chemist,Physicist,Biologist,Science Teacher,NA,NA,NA,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Agree
May 3rd,5,Post,2-3 years,Agree,Agree,Agree,Computer Scientist,Biologist,Physicist,Engineer,Architect,NA,NA,NA,NA,NA,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree
May 3rd,4,Post,3-4 years,Strongly agree,Strongly agree,Strongly agree,Material Engineer,Computer Scientist,Biologist,Chemist,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
May 3rd,4,Post,0-1 years,Agree,Agree,Agree,Scientist,Engineer,Chemist,Biomedical Engineer,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Agree,Agree,Agree
May 3rd,4,Post,1-2 years,Strongly agree,Strongly agree,Strongly agree,Mechanical Engineer,Biomedical Engineer,Architect,Chemical Engineer,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
May 3rd,5,Post,0-1 years,Agree,Agree,Agree,Software Engineer,Mathematician,Statistician,Engineer,Programmer,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree
May 3rd,5,Post,0-1 years,Agree,Strongly agree,Strongly agree,Chemical Engineer,Mechanical Engineer,Biomedical Engineer,Engineer,Chemist,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Agree,Agree,Neutral
May 3rd,1,Post,0-1 years,Agree,Agree,Neutral,Architect,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Neutral,Agree,Agree,Agree,Agree
May 3rd,4,Post,0-1 years,Strongly agree,Strongly agree,Strongly agree,Scientist,Biologist,Chemist,Anthropologist,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
May 3rd,2,Post,1-2 years,Agree,Agree,Agree,Engineer,Architect,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree
May 3rd,8,Post,0-1 years,Agree,Agree,Agree,Mechanical Engineer,Environmental Engineer,Biologist,Chemist,Physicist,Environmental Scientist,Computer Scientist,Technologist,NA,NA,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral
May 3rd,10,Post,2-3 years,Strongly agree,Strongly agree,Strongly agree,Mechanical Engineer,Structural Engineer,Chemical Engineer,Biochemist,Astrophysicist,Mathematician,Programmer,Surgeon,Pediatrician,Geneticist,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
May 3rd,7,Post,2-3 years,Agree,Agree,Agree,OB-GYN,Surgeon,Programmer,Engineer,Biologist,Chemist,Chemical Engineer,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
May 3rd,0,Post,0-1 years,Strongly agree,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree
May 3rd,6,Post,0-1 years,Agree,Agree,Neutral,Chemist,Scientist,Engineer,Mechanic,Math Teacher,Doctor,NA,NA,NA,NA,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
May 3rd,3,Post,0-1 years,Strongly agree,Strongly agree,Strongly agree,Chemist,Scientist,Mathematician,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
May 3rd,0,Post,0-1 years,Agree,Strongly agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree
May 3rd,7,Post,0-1 years,Strongly agree,Strongly agree,Strongly agree,Engineer,Biologist,Chemist,Doctor,Surgeon,Psychologist,Astronomer,NA,NA,NA,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral
May 3rd,5,Post,0-1 years,Agree,Strongly agree,Strongly agree,Computer Scientist,Mathematician,Physicist,Engineer,Computer Engineer,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree
