date,topic,question,response
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Agree
Nov 17th,Guest Presenter,belong,Agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Agree
Nov 17th,Guest Presenter,belong,Agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Agree
Nov 17th,Guest Presenter,belong,Agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Agree
Nov 17th,Guest Presenter,belong,Agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Strongly agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Strongly agree
Nov 17th,Guest Presenter,belong,Agree
Nov 17th,Guest Presenter,interesting,Very
Nov 17th,Guest Presenter,included,Agree
Nov 17th,Guest Presenter,belong,Agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,NA
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Somewhat
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Neutral
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Somewhat
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Not at all
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Somewhat
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Somewhat
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Fairly
Dec 1st,Discussion,included,Agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Agree
Dec 1st,Discussion,interesting,Very
Dec 1st,Discussion,included,Strongly agree
Dec 1st,Discussion,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Neutral
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Somewhat
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Somewhat
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Fairly
Dec 15th,NA,included,Agree
Dec 15th,NA,belong,Agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Fairly
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,NA,interesting,Very
Dec 15th,NA,included,Strongly agree
Dec 15th,NA,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Neutral
Dec 15th,Hangout,belong,Neutral
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Disagree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Neutral
Dec 15th,Hangout,belong,Neutral
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Neutral
Dec 15th,Hangout,belong,Neutral
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Fairly
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Agree
Dec 15th,Hangout,belong,Agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,NA
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Dec 15th,Hangout,interesting,Very
Dec 15th,Hangout,included,Strongly agree
Dec 15th,Hangout,belong,Strongly agree
Jan 18th,Outside School Event,interesting,Very
Jan 18th,Outside School Event,included,Strongly agree
Jan 18th,Outside School Event,belong,Strongly agree
Jan 18th,Outside School Event,interesting,Very
Jan 18th,Outside School Event,included,Strongly agree
Jan 18th,Outside School Event,belong,Strongly agree
Jan 18th,Outside School Event,interesting,Very
Jan 18th,Outside School Event,included,Strongly agree
Jan 18th,Outside School Event,belong,Strongly agree
Jan 18th,Outside School Event,interesting,Very
Jan 18th,Outside School Event,included,Agree
Jan 18th,Outside School Event,belong,Agree
Jan 18th,Outside School Event,interesting,Very
Jan 18th,Outside School Event,included,Strongly agree
Jan 18th,Outside School Event,belong,Strongly agree
Jan 18th,Outside School Event,interesting,Very
Jan 18th,Outside School Event,included,Strongly agree
Jan 18th,Outside School Event,belong,Strongly agree
Jan 18th,Outside School Event,interesting,Very
Jan 18th,Outside School Event,included,Strongly agree
Jan 18th,Outside School Event,belong,Strongly agree
Jan 18th,Outside School Event,interesting,Very
Jan 18th,Outside School Event,included,Strongly agree
Jan 18th,Outside School Event,belong,Strongly agree
Jan 18th,Outside School Event,interesting,Very
Jan 18th,Outside School Event,included,Strongly agree
Jan 18th,Outside School Event,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Neutral
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Strongly agree
